hash,buggy_sha,tree,backport,buggy_tag,root cause,Trigger condition,discover,afterfix,consequence,visibility,Note (conseqeuce),Note (trigger),,discovery,hardware,
8aeaffef8c6eceab0e1498486fdd4f3dc3b7066c,3e6efe87cd5c,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,linux-6.6.y;linux-6.1.y,v6.1,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per system)",Code Review or Internal Debug,no action,"""Functionality (cpu allowed, or cpuiso)""",None,,,,,,
e37617c8e53a1f7fcba6d5e1041f4fd8a2425c27,9c0b4bb7f630,master;linux-6.12.y;linux-6.6.y,linux-6.6.y,v6.8,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per system)",User reported or In-production,comment,"""Performance (Policy violation, cpufreq control)""",None,,,,,AMD Ryzen system,
5068d84054b766efe7c6202fc71b2350d1c326f1,eab03c23c2a1,master;linux-6.12.y;linux-6.6.y,linux-6.6.y,v6.7,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,comment,"""Performance (Policy violation, fairness)""",None,,,,,,
6d7e4782bcf549221b4ccfffec2cf4d1a473f1a3,b1bfeab9b002,master;linux-6.12.y;linux-6.6.y,linux-6.6.y,v6.6,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Customizied test,comment,"""Performance (Policy violation, sched overhead)""",None,,,,,,
eab03c23c2a162085b13200d7942fc5a00b5ccc8,147f3efaa241,master;linux-6.12.y;linux-6.6.y,linux-6.6.y,v6.6,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,comment,"""Performance (Policy violation, fairness)""",None,,,,,,
5ebde09d91707a4a9bec1e3d213e3c12ffde348f,ebb83d84e49b,master;linux-6.12.y;linux-6.6.y,linux-6.6.y,v6.5,memory,"Thread Behavior, Property change (per cgroup)",User reported or In-production,no action,Memory Leak,Warning,,,,,,
d2929762cc3f85528b0ca12f6f63c2a714f24778,8dafa9d0eb1a,master;linux-6.12.y;linux-6.6.y,,v6.6,semantic(maintain in-memory data structure wrong cfs tree list etc),Thread Behavior,Fuzz,no action,Functionality (task state change failure),Warning,,,,,,
f0498d2a54e7966ce23cd7c7ff42c64fa0059b07,6d337eab041d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-6.6.y;linux-6.1.y;linux-5.15.y,v5.11,concurrency,"Thread Behavior, Property change (per thread), Hotplug/Hotunplug",Benchmark/stress test/standard test fail,no action,"""Functionality (cpu allowed, or cpuiso)"", Functionality (property change fail)",Warning,,,,,,
b01db23d5923a35023540edc4f0c5f019e11ac7d,147f3efaa241,master;linux-6.12.y;linux-6.6.y,,v6.6,semantic(maintain in-memory data structure wrong cfs tree list etc),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, fairness)""",None,,,,,,
8dafa9d0eb1a1550a0f4d462db9354161bc51e0c,147f3efaa241,master;linux-6.12.y;linux-6.6.y,,v6.6,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",Benchmark/stress test regression,no action,"""Performance (Policy violation, fairness)""",None,,,,,,
650cad561cce04b62a8c8e0446b685ef171bc3bb,af4cf40470c2,master;linux-6.12.y;linux-6.6.y,,v6.6,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,comment,"""Performance (Policy violation, fairness)""",None,,,,,,
2f2fc17bab0011430ceb6f2dc1959e7d1f981444,147f3efaa241,master;linux-6.12.y;linux-6.6.y,,v6.6,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Benchmark/stress test regression,no action,Functionality (property change fail),None,slice,,,,,
23c9519def98ee0fa97ea5871535e9b136f522fc,d81304bc6193,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,v6.2,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,tracepoint,"""Performance (energy efficiency, capacity fit)""",None,,,,,,
6b00a40147653c8ea748e8f4396510f252763364,1d42509e475c,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,linux-6.6.y;linux-6.1.y,v5.6,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,tracepoint,"""Performance (energy efficiency, capacity fit)""",None,,,,,,
c0490bc9bb62d9376f3dd4ec28e03ca0fef97152,0a00a354644e,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,linux-6.6.y;linux-6.1.y,v5.19,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per cgroup)",Customizied test,no action,Crash,Panic,,,,,,
617f2c38cb5ce60226042081c09e2ee3a90d03f8,cd7f55359c90,master;linux-6.12.y;linux-6.6.y,linux-6.6.y,v6.3,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Special topology (other), Thread Behavior",User reported or In-production,comment,Crash,Panic,cpuless node,,,,CPU-less node,
450e749707bc1755f22b505d9cd942d4869dc535,fee1759e4f04,master;linux-6.12.y;linux-6.6.y,,v6.6,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Special topology (other), Thread Behavior",Code Review or Internal Debug,comment,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
f8858d96061f5942216c6abb0194c3ea7b78e1e8,b1bfeab9b002,master;linux-6.12.y;linux-6.6.y,,v6.6,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (other)",Code Review or Internal Debug,comment,"""Performance (Policy violation, sched overhead)""",None,,,,,,
c7fcb99877f9f542c918509b2801065adcaf46fa,975e155ed873,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,v4.11,semantic(incorrect update stats),"special config, Boot",Benchmark/stress test regression,no action,Functionality (property change fail),None,rounding error,,,,,
c98c18270be115678f4295b10a5af5dcc9c4efa0,c53593e5cb69,master;linux-6.12.y;linux-6.6.y,,v4.16,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,no action,Functionality (CFS bandwidth),None,,,,,,
c2e164ac33f75e0acb93004960c73bd9166d3d35,7d0583cf9ec7,master;linux-6.12.y;linux-6.6.y,,v6.5,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, locality)""",None,,,,,,
ae2ad293d6be143ad223f5f947cca07bcbe42595,89aafd67f28c,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,linux-6.1.y,v5.15,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, locality)""",None,,,,,,
ebb83d84e49b54369b0db67136a5fe1087124dcc,8ad075c2eb1f,master;linux-6.12.y;linux-6.6.y,,v6.3,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per cgroup)",User reported or In-production,comment,No impact (duplicate call),Warning,,,,,,
f31dcb152a3d0816e2f1deab4e64572336da197d,776f22913b8e,master;linux-6.12.y;linux-6.6.y,,v6.3,semantic(incorrect update stats),Boot,Other kernel subsystem behavior,no action,Functionality (response error),Warning,,,,,,
feffe5bb274dd3442080ef0e4053746091878799,95158a89dd50,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-6.1.y;linux-5.15.y,v5.11,concurrency,Thread Behavior,User reported or In-production,comment,"""Performance (Policy violation, balance, work conserving)""",Warning,,MTTF for 2 days,,,,
223baf9d17f25e2608dbdff7232c095c1e612268,af7f588d8f73,master;linux-6.12.y;linux-6.6.y,,v6.3,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Benchmark/stress test regression,comment,"""Performance (Policy violation, sched overhead)""",None,,,,,,
91dcf1e8068e9a8823e419a7a34ff4341275fb70,0b0695f2b34a,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.5,semantic(generic wrong type integer overflow etc),"Thread Behavior, Property change (per cgroup)",User reported or In-production,comment,"""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
39afe5d6fc59237ff7738bf3ede5a8856822d59d,806486c377e33,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-6.1.y;linux-5.15.y,v4.16,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,no action,Functionality (Trace or account),None,,,,,,
a53ce18cacb477dd0513c607f187d16f0fa96f71,829c1651e9c4,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,v6.3,semantic(incorrect update stats),Thread Behavior,Benchmark/stress test regression,comment,"""Performance (Policy violation, fairness)""",None,,,,,,
01bb11ad828b320749764fa93ad078db20d08a9e,cd7f55359c90,master;linux-6.12.y;linux-6.6.y,,v6.3,memory,"Kernel/driver Event, Special topology (numa)",Benchmark/stress test/standard test fail,no action,Functionality (task state change failure),Warning,,,,,,
df14b7f9efcda35e59bb6f50351aac25c50f6e24,8f9ea86fdf99,master;linux-6.12.y;linux-6.6.y,,v6.2,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,"""Functionality (cpu allowed, or cpuiso)""",None,,,,,,
7c4a5b89a0b5a57a64b601775b296abf77a9fe97,326587b84078,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,v2.6.25,semantic(maintain in-memory data structure wrong cfs tree list etc),Thread Behavior,Code Review or Internal Debug,warning,No impact (unnecessary check or warning),None,,,,,,
5657c116783545fb49cd7004994c187128552b12,9a5418bc48ba,master;linux-6.12.y;linux-6.6.y,,v6.2,memory,"Special topology (uniprocessor noSMP), Thread Behavior, Property change (per thread)",Benchmark/stress test/standard test fail,no action,Crash,Panic,,,,,,
da07d2f9c153e457e845d4dcfdd13568d71d18a4,44c7b80bffc3,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v6.2,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Special topology (asym cpu), Property change (per system), Thread Behavior",Code Review or Internal Debug,comment,"""Performance (energy efficiency, capacity fit)""",None,,,,,,
9a5418bc48babb313d2a62df29ebe21ce8c06c59,851a723e45d1,master;linux-6.12.y;linux-6.6.y,,v6.2,semantic(incorrect update stats),"Thread Behavior, Property change (per thread), special config",Benchmark/stress test/standard test fail,no action,lockup / hang,Panic,,,,,,
87ca4f9efbd7cc649ff43b87970888f2812945b8,07ec77a1d4e8,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-6.1.y;linux-5.15.y,v5.15,memory,"Thread Behavior, Property change (per thread)",Benchmark/stress test/standard test fail,no action,lockup / hang,Panic,,,,,,
7fb3ff22ad8772bbf0e3ce1ef3eb7b09f431807f,e2b0d619b400,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,linux-6.1.y,v5.9,semantic(generic wrong type integer overflow etc),"Property change (per system), Thread Behavior",Other kernel subsystem behavior,no action,"""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, locality)""",None,,,,,,
91dabf33ae5df271da63e87ad7833e5fdb4a44b9,f5d39b020809,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v6.1,concurrency,"Thread Behavior, Kernel/driver Event",Other kernel subsystem behavior,no action,lockup / hang,Panic,,race,,,,
d81304bc6193554014d4372a01debdf65e1e9a4d,732cd75b8c920,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.0,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
c56ab1b3506ba0e7a872509964b100912bde165d,af24bde8df202,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.3,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Benchmark/stress test regression,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
a2e7f03ed28fce26c78b985f87913b6ce3accf9d,b4c9c9f15649,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.10,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (asym cpu), Property change (per thread)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
b759caa1d9f667b94727b2ad12589cbc4ce13a82,b4c9c9f15649,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.10,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (asym cpu), Property change (per thread)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
244226035a1f9b2b6c326e55ae5188fab4f428cb,1d42509e475c,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.6,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (asym cpu), Property change (per thread)",User reported or In-production,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
b48e16a69792b5dc4a09d6807369d11b2970cc36,a7008c07a568,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.6,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (asym cpu), Property change (per thread)",Code Review or Internal Debug,comment,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
48d5e9daa8b767e75ed9421665b037a49ce4bc04,af24bde8df202,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-6.1.y;linux-5.15.y;linux-5.10.y,v5.3,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread), Special topology (asym cpu)",Code Review or Internal Debug,comment,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
e705968dd687574b6ca3ebe772683d5642759132,97886d9dcd86,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.14,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,security vulnerability,None,,,,,,
5aec788aeb8eb74282b75ac1b317beb0fbb69a42,f5d39b020809,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v6.1,semantic(incorrect logic implementation making decision  update attr managetimer etc),Thread Behavior,Code Review or Internal Debug,comment,Functionality (task state change failure),None,,,,,,
751d4cbc43879229dbc124afefe240b70fd29a85,c6e7bd7afaeb,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.8,semantic(incorrect logic implementation making decision  update attr managetimer etc),Kthread Behavior,User reported or In-production,comment,"""Functionality (cpu allowed, or cpuiso)""",Warning,,,,,,
b6e8d40d43ae4dec00c8fea2593eeea3114b8f44,7f51412a415d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v3.19,memory,"Thread Behavior, Property change (per cgroup)",User reported or In-production,no action,"Crash, ""Functionality (cpu allowed, or cpuiso)""",Panic,,,,,,
91caa5ae242465c3ab9fd473e50170faa7e944f4,6e33cad0af49,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.14,semantic(maintain in-memory data structure wrong cfs tree list etc),"Thread Behavior, Property change (per thread)",Customizied test,comment,security vulnerability,None,,,,,,
5c66d1b9b30f737fcef85a0b75bfe0590e16b62a,76d92ac305f2,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.15.y;linux-5.10.y;linux-5.4.y,v4.6,semantic(incorrect update stats),Thread Behavior,Code Review or Internal Debug,no action,"""Performance (Policy violation, fairness)"", Functionality (starvation)",None,,,,,,
ddfc710395cccc61247348df9eb18ea50321cbed,64be6f1f5f71,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v3.18,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, multiple sched class",Code Review or Internal Debug,"warning, tracepoint",No impact (unnecessary check or warning),None,,,,,,
04193d590b390ec7a0592630f46d559ec6564ba1,ae7927023243,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.11,concurrency,"Thread Behavior, Property change (per thread), Hotplug/Hotunplug",User reported or In-production,no action,"Functionality (hotplug), ""Functionality (cpu allowed, or cpuiso)""",None,,,,,,
82f586f923e3ac6062bc7867717a7f8afc09e0ff,c8eaf6ac76f4,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.18,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Boot, Property change (per system)",User reported or In-production,no action,Crash,Panic,,,,,,
9c2136be0878c88c53dea26943ce40bb03ad8d8d,fa2c3254d7cf,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.18,semantic(generic wrong type integer overflow etc),Thread Behavior,User reported or In-production,tracepoint,Functionality (Trace or account),None,,,,,,
b3f9916d81e8ffb21cbe7abccf63f86a5a1d598a,1b2552cbdbe0,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.19,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Special topology (numa), Thread Behavior, Kthread Behavior",Benchmark/stress test/standard test fail,no action,Crash,Panic,,,,,,
64eaf50731ac0a8c76ce2fedd50ef6652aabc5ff,23127296889f,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.15.y;linux-5.10.y;linux-5.4.y,v5.1,semantic(incorrect update stats),"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,no action,Functionality (CFS bandwidth),None,,,,,,
40f5aa4c5eaebfeaca4566217cb9c468e28ed682,f207934fb79d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v4.15,semantic(incorrect update stats),Thread Behavior,User reported or In-production,no action,"""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",Warning,,,,,,
386ef214c3c6ab111d05e1790e79475363abaa05,d2dfa17bc7de6,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.14,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,lockup / hang,Panic,,,,,,
5b6547ed97f4f5dfc23f8e3970af6d11d7b7ed7e,d2dfa17bc7de,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.14,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread), multiple sched class",User reported or In-production,no action,lockup / hang,Panic,,,,,,
ab31c7fd2d37bc3580d9d712d5f2dfb69901fca9,0fb3978b0aac,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.18,memory,"Boot, Special topology (other)",User reported or In-production,no action,Crash,Panic,,,,,,
7f434dff76215af00c26ba6449eaa4738fe9e2ab,e496132ebedd,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.18,semantic(generic wrong type integer overflow etc),Boot,Benchmark/stress test/standard test fail,no action,No impact (duplicate call),Warning,,,,,,
49bef33e4b87b743495627a529029156c6e09530,a7c81556ec4d,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.11,concurrency,"Thread Behavior, Property change (per thread), multiple sched class",User reported or In-production,warning,"""Performance (Policy violation, impact from lower priority task)""",None,,,,,,
248cc9993d1cc12b8e9ed716cc3fc09f6c3517dd,73e6aafd9ea8,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v4.6,semantic(incorrect update stats),Thread Behavior,User reported or In-production,no action,Functionality (Trace or account),None,,,,,,
b1e8206582f9d680cff7d04828708c8b6ab32957,4ef0c5c6b5ba,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.16,concurrency,"Thread Behavior, Property change (per cgroup)",Code Review or Internal Debug,comment,Crash,Panic,found by linus,,,,,
2cfb7a1b031b0e816af7a6ee0c6ab83b0acdf05a,7d2b5dd0bcc4,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.11,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Special topology (numa)",Code Review or Internal Debug,comment,"""Performance (Policy violation, balance, work conserving)""",None,,,,,,
13765de8148f71fa795e0a6607de37c49ea5915a,4ef0c5c6b5ba,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v5.16,memory,"Thread Behavior, Property change (per thread)",Fuzz,no action,Crash,Panic,,,,,,
d37aee9018e68b0d356195caefbb651910e0bbfa,982d9cdc22c9,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.3,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Property change (per thread), Thread Behavior",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)""",None,,,,,,
7a17e1db1265471f7718af100cfc5e41280d53a7,982d9cdc22c9,master;linux-6.12.y;linux-6.6.y;linux-6.1.y,,v5.3,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Customizied test,comment,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
98b0d890220d45418cfbc5157b3382e6da5a12ab,1c35b07e6d39,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v5.14,semantic(incorrect update stats),"Thread Behavior, Special topology (asym cpu), Property change (per cgroup)",Benchmark/stress test regression,comment,"""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)""",None,,,,,,
9b58e976b3b391c0cf02e038d53dd0478ed3013c,d0b27fa77854,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.15.y;linux-5.10.y;linux-5.4.y,v2.6.26,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Property change (per thread)",Customizied test,no action,Functionality (starvation),None,well reproduced,,,,,
014ba44e8184e1acf93e0cbb7089ee847802f8f0,b4c9c9f15649,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v5.10,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Kthread Behavior, Special topology (asym cpu), Thread Behavior",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
8b4e74ccb582797f6f0b0a50372ebd9fd2372a27,52262ee567ad,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v5.6,semantic(incorrect logic implementation making decision  update attr managetimer etc),"Thread Behavior, Kthread Behavior",Code Review or Internal Debug,no action,"""Performance (Policy violation, locality)""",None,,,,,,
315c4f884800c45cb6bd8c90422fad554a8b9588,d81ae8aac85c,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.15.y;linux-5.10.y;linux-5.4.y,v5.9,semantic(incorrect update stats),"Thread Behavior, Property change (per thread)",Code Review or Internal Debug,no action,"""Performance (energy efficiency, capacity fit)"", ""Performance (Policy violation, locality)"", ""Performance (Policy violation, fairness)"", ""Performance (Policy violation, balance, work conserving)"", ""Performance (Policy violation, cpufreq control)""",None,,,,,,
9ed20bafc85806ca6c97c9128cec46c3ef80ae86,826bfeb37bb4,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.12,semantic(incorrect logic implementation making decision  update attr managetimer etc),Property change (per system),Code Review or Internal Debug,no action,Functionality (Trace or account),None,,,,,,
dce1ca0525bfdc8a69a9343bc714fbc19a2f04b3,f1a0a376ca0c4ef1,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.15.y;linux-5.10.y,v5.14,memory,Hotplug/Hotunplug,User reported or In-production,comment,Functionality (hotplug),None,,,,,,
b027789e5e50494c2325cc70c8642e7fd6059479,a7b359fc6a37,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y,linux-5.15.y,v5.13,concurrency,"Thread Behavior, Property change (per cgroup)",User reported or In-production,comment,Crash,Panic,a reproducer (attached) that can hit this window quite easily after tuning. ,,,,,
42dc938a590c96eeb429e1830123fef2366d9c80,518cd6234178,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y;linux-5.4.y,linux-5.15.y;linux-5.10.y;linux-5.4.y,v3.3,concurrency,Thread Behavior,User reported or In-production,no action,"""Performance (Policy violation, balance, work conserving)""",Warning,,,,,,
63acd42c0d4942f74710b11c38602fb14dea7320,f1a0a376ca0c,master;linux-6.12.y;linux-6.6.y;linux-6.1.y;linux-5.15.y;linux-5.10.y,linux-5.10.y,v5.14,memory,Thread Behavior,Code Review or Internal Debug,no action,Functionality (hotplug),None,,,,,,
